VesselID,VesselType,Lpp_m,Beam_m,Draft_m,Depth_m,Displacement_t,CB,CP,CM,CW,ServiceSpeed_ms,DWT_t,EngineType,YearBuilt,Source,DataQuality,HullGeometryFile,ResistanceCurve
FIS_0530,Fishing,37.85,12.18,3.59,5.73,923.5,0.62,0.631,0.911,0.857,5.746,388.0,Nuclear,1981,DSYHS (Delft),Estimated,Mesh available (OBJ),
NAV_0531,Naval combatant,189.16,14.95,7.01,13.47,8581.8,0.481,0.467,0.884,0.638,14.714,9098.0,Diesel-electric,1991,Open dataset,Estimated,None,
FER_0532,Ferry,161.78,29.98,7.15,5.53,21597.9,0.692,0.66,0.978,0.829,9.526,2162.0,Gas Turbine,2019,Public spec,Estimated,IGES,
RO-_0533,RO-RO,213.28,31.16,5.06,14.54,25604.2,0.846,0.92,0.98,0.673,9.435,14172.0,Hybrid,1984,MARIN paper,Measured,IGES,
OFF_0534,Offshore supply,73.85,13.2,6.38,7.14,4629.1,0.827,0.831,0.916,0.873,5.237,1005.0,Gas Turbine,1978,Open dataset,Model tests,IGES,
NAV_0535,Naval combatant,127.38,16.19,8.11,12.03,11455.0,0.761,0.781,0.899,0.607,16.901,13987.0,Gas Turbine,1979,MARIN paper,Measured,STL,
OTH_0536,Other,262.74,49.11,5.28,13.55,40713.7,0.664,0.638,0.866,0.782,6.903,89479.0,Diesel-electric,1975,ShipD (MIT),Measured,Parametric (NURBS),
CON_0537,Container,347.94,43.34,7.24,16.58,80081.5,0.815,0.815,0.881,0.693,10.659,96386.0,Hybrid,1993,ShipD (MIT),Design spec,None,
RO-_0538,RO-RO,148.67,35.79,5.65,12.18,20211.4,0.747,0.748,0.986,0.666,9.889,19965.0,Electric,2022,Open dataset,Calculated from geometry,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [848878, 949935, 1050992, 1152049, 1253106, 1354163, 1455220]}"
OTH_0539,Other,181.03,18.96,5.25,22.35,10282.1,0.634,0.61,0.999,0.743,9.206,60504.0,Hybrid,1985,Public spec,Measured,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [431848, 483258, 534669, 586079, 637490, 688900, 740311]}"
OFF_0540,Offshore supply,82.39,12.55,3.36,8.23,2557.7,0.818,0.813,0.976,0.854,6.352,4975.0,Diesel-electric,2024,SIMMAN,Design spec,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [107423, 120211, 133000, 145788, 158577, 171365, 184154]}"
OTH_0541,Other,225.31,25.6,18.35,7.95,64489.3,0.677,0.678,0.992,0.677,9.49,27413.0,Hybrid,2010,Public spec,Model tests,Parametric (NURBS),
OFF_0542,Offshore supply,78.79,22.67,3.48,6.84,4206.9,0.752,0.768,0.967,0.731,5.653,1402.0,Nuclear,1972,ShipD (MIT),Model tests,IGES,
RO-_0543,RO-RO,141.55,23.99,5.97,8.38,10035.1,0.55,0.592,0.87,0.814,8.635,28758.0,Hybrid,1975,Open dataset,Design spec,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [421474, 471649, 521825, 572000, 622176, 672351, 722527]}"
TAN_0544,Tanker,252.99,33.4,10.74,30.96,56601.7,0.693,0.666,0.869,0.837,5.664,305412.0,Electric,1970,Public spec,Design spec,IGES,
NAV_0545,Naval combatant,109.57,19.14,9.36,13.32,11076.9,0.627,0.583,0.945,0.767,16.269,10580.0,Nuclear,1976,Open dataset,Estimated,IGES,
CON_0546,Container,279.46,20.04,10.4,16.64,28830.7,0.55,0.618,0.88,0.605,8.36,12766.0,Diesel-electric,2022,Open dataset,Model tests,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1210889, 1355042, 1499196, 1643349, 1787503, 1931656, 2075810]}"
BUL_0547,Bulk carrier,287.35,57.03,10.69,13.68,97121.5,0.616,0.58,0.899,0.78,5.632,90776.0,Nuclear,2004,SIMMAN,Model tests,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4079102, 4564710, 5050317, 5535925, 6021532, 6507140, 6992748]}"
CRU_0548,Cruise ship,172.24,34.93,7.04,29.81,17344.4,0.455,0.433,0.883,0.811,9.833,20597.0,Diesel,1972,DSYHS (Delft),Calculated from geometry,None,
OTH_0549,Other,159.88,49.57,14.68,24.36,85756.2,0.819,0.843,0.888,0.63,6.118,63105.0,Electric,1994,Open dataset,Design spec,None,
TAN_0550,Tanker,292.48,62.43,13.41,31.29,141700.6,0.643,0.637,0.941,0.787,6.325,291860.0,Hybrid,1984,MARIN paper,Model tests,Parametric (NURBS),
CON_0551,Container,284.9,55.66,9.78,28.97,105102.2,0.753,0.784,0.859,0.72,9.604,38817.0,Electric,1983,ShipD (MIT),Design spec,STL,
OFF_0552,Offshore supply,101.75,16.6,4.11,8.22,4710.8,0.754,0.772,0.997,0.807,6.035,337.0,Electric,2024,Public spec,Estimated,Parametric (NURBS),
CRU_0553,Cruise ship,263.26,58.27,8.66,23.73,86681.9,0.725,0.769,0.941,0.722,9.922,16059.0,Diesel,1970,SIMMAN,Model tests,Parametric (NURBS),
CON_0554,Container,290.31,23.94,8.84,14.11,37987.2,0.687,0.745,0.99,0.676,8.593,147747.0,Diesel-electric,1989,Open dataset,Design spec,Parametric (NURBS),
RO-_0555,RO-RO,116.47,20.98,6.43,12.48,9955.1,0.704,0.689,0.967,0.626,10.204,25098.0,Nuclear,1980,SIMMAN,Calculated from geometry,STL,
OTH_0556,Other,225.78,39.21,16.66,24.43,60794.6,0.458,0.458,0.978,0.843,9.804,59538.0,Hybrid,1979,Open dataset,Design spec,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2553373, 2857346, 3161319, 3465292, 3769265, 4073238, 4377211]}"
RO-_0557,RO-RO,159.55,25.07,6.88,14.06,11863.6,0.479,0.447,0.92,0.65,7.788,2744.0,Electric,2002,Open dataset,Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [498271, 557589, 616907, 676225, 735543, 794861, 854179]}"
RO-_0558,RO-RO,228.85,34.81,9.85,11.73,45621.1,0.646,0.679,0.938,0.731,7.322,55452.0,Hybrid,1994,DSYHS (Delft),Design spec,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1916086, 2144191, 2372297, 2600402, 2828508, 3056613, 3284719]}"
FER_0559,Ferry,165.69,29.54,4.42,9.67,13707.1,0.704,0.702,0.859,0.723,8.791,2049.0,Diesel,2000,Public spec,Model tests,Parametric (NURBS),
FER_0560,Ferry,140.82,34.55,3.31,5.98,9870.3,0.681,0.717,0.874,0.637,6.743,5721.0,Nuclear,1994,Open dataset,Measured,Mesh available (OBJ),
FIS_0561,Fishing,74.15,16.26,2.25,4.56,1775.0,0.727,0.742,0.93,0.884,7.131,736.0,Electric,2018,ShipD (MIT),Model tests,STL,
NAV_0562,Naval combatant,179.57,14.69,5.26,15.48,9116.0,0.73,0.681,0.875,0.757,13.359,12058.0,Hybrid,1996,SIMMAN,Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [382872, 428452, 474031, 519612, 565191, 610772, 656352]}"
TAN_0563,Tanker,182.34,28.95,10.28,22.16,31794.1,0.651,0.615,0.935,0.668,5.765,339962.0,Diesel-electric,2021,Public spec,Calculated from geometry,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1335352, 1494322, 1653293, 1812263, 1971234, 2130204, 2289175]}"
OTH_0564,Other,50.57,33.64,2.98,5.31,2281.3,0.5,0.458,0.854,0.675,7.111,76065.0,Diesel,1970,Public spec,Model tests,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [95814, 107221, 118627, 130034, 141440, 152847, 164253]}"
CON_0565,Container,129.05,39.94,7.07,25.87,27713.1,0.845,0.894,0.99,0.751,9.792,91596.0,Electric,1993,Public spec,Estimated,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1163950, 1302515, 1441081, 1579646, 1718212, 1856777, 1995343]}"
NAV_0566,Naval combatant,163.16,15.78,4.34,11.56,5853.0,0.582,0.545,0.919,0.823,16.592,13543.0,Diesel,1978,MARIN paper,Model tests,STL,
FER_0567,Ferry,192.66,29.54,3.87,7.62,14351.4,0.724,0.787,0.927,0.811,6.193,5140.0,Gas Turbine,2022,ShipD (MIT),Estimated,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [602758, 674515, 746272, 818029, 889786, 961543, 1033300]}"
NAV_0568,Naval combatant,164.57,14.34,6.91,15.39,11271.5,0.768,0.763,0.991,0.901,15.31,10558.0,Diesel,2014,Open dataset,Calculated from geometry,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [473402, 529760, 586118, 642475, 698832, 755190, 811548]}"
OTH_0569,Other,74.62,11.44,11.12,18.44,6774.9,0.793,0.809,0.869,0.855,5.976,67322.0,Nuclear,2005,DSYHS (Delft),Calculated from geometry,Mesh available (OBJ),
OFF_0570,Offshore supply,96.38,15.37,3.85,8.77,3664.9,0.714,0.676,0.915,0.829,5.639,5588.0,Gas Turbine,1994,DSYHS (Delft),Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [153925, 172250, 190574, 208899, 227223, 245548, 263872]}"
BUL_0571,Bulk carrier,259.75,61.37,18.14,20.82,199872.3,0.768,0.761,0.884,0.784,7.521,35220.0,Nuclear,1991,Open dataset,Calculated from geometry,STL,
RO-_0572,RO-RO,211.27,20.47,5.58,8.88,10555.3,0.486,0.532,0.991,0.838,7.561,23328.0,Gas Turbine,2024,SIMMAN,Measured,Mesh available (OBJ),
FER_0573,Ferry,59.28,23.93,7.16,11.84,5283.7,0.578,0.575,0.952,0.855,9.382,4852.0,Diesel,1984,SIMMAN,Model tests,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [221915, 248333, 274752, 301170, 327589, 354007, 380426]}"
OFF_0574,Offshore supply,72.11,23.43,4.19,6.09,4600.0,0.722,0.691,0.893,0.839,7.765,5000.0,Hybrid,1972,Public spec,Estimated,STL,
BUL_0575,Bulk carrier,177.43,57.84,17.18,23.88,85052.2,0.536,0.524,0.995,0.619,7.228,69553.0,Diesel-electric,2015,Open dataset,Design spec,Mesh available (OBJ),
TAN_0576,Tanker,345.63,54.91,13.08,30.38,182083.6,0.815,0.786,0.853,0.726,6.448,218305.0,Nuclear,1992,SIMMAN,Model tests,STL,
FER_0577,Ferry,92.35,34.0,6.36,8.38,8788.7,0.489,0.481,0.969,0.877,6.507,7483.0,Nuclear,1989,Open dataset,Design spec,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [369125, 413068, 457012, 500955, 544899, 588842, 632786]}"
TAN_0578,Tanker,246.05,43.16,23.25,15.24,171548.8,0.772,0.747,0.948,0.716,7.787,54857.0,Diesel-electric,2020,SIMMAN,Calculated from geometry,Parametric (NURBS),
CON_0579,Container,128.81,58.91,8.62,13.21,49567.9,0.842,0.877,0.939,0.91,11.134,86758.0,Diesel,1972,DSYHS (Delft),Calculated from geometry,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2081851, 2329691, 2577530, 2825370, 3073209, 3321049, 3568888]}"
FER_0580,Ferry,153.2,34.82,6.09,7.0,21256.0,0.727,0.78,0.949,0.849,11.513,5237.0,Electric,1987,Open dataset,Calculated from geometry,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [892752, 999032, 1105312, 1211592, 1317871, 1424152, 1530432]}"
CON_0581,Container,136.0,21.47,11.4,27.38,19592.8,0.654,0.607,0.936,0.783,9.498,151618.0,Hybrid,2020,DSYHS (Delft),Calculated from geometry,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [822897, 920861, 1018825, 1116789, 1214753, 1312717, 1410681]}"
RO-_0582,RO-RO,134.75,18.5,6.63,15.14,11825.6,0.795,0.815,0.911,0.824,8.418,49412.0,Hybrid,2020,SIMMAN,Model tests,STL,
OTH_0583,Other,170.91,41.85,13.56,23.34,46525.6,0.533,0.569,0.868,0.876,8.407,582.0,Gas Turbine,1998,ShipD (MIT),Model tests,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1954075, 2186703, 2419331, 2651959, 2884587, 3117215, 3349843]}"
OTH_0584,Other,77.74,12.25,11.91,25.99,4736.4,0.464,0.541,0.926,0.716,7.476,42333.0,Diesel,2012,DSYHS (Delft),Estimated,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [198928, 222610, 246292, 269974, 293656, 317338, 341020]}"
FIS_0585,Fishing,73.8,8.11,3.9,2.84,1357.1,0.646,0.637,0.987,0.919,7.234,515.0,Diesel,2014,Open dataset,Model tests,Parametric (NURBS),
CON_0586,Container,156.42,30.59,14.49,34.02,43118.2,0.691,0.669,0.904,0.641,11.112,24128.0,Gas Turbine,1986,SIMMAN,Design spec,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1810964, 2026555, 2242146, 2457737, 2673328, 2888919, 3104510]}"
OFF_0587,Offshore supply,55.83,15.56,4.7,8.47,2440.0,0.664,0.623,0.96,0.919,7.295,1317.0,Hybrid,1993,Open dataset,Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [102480, 114680, 126879, 139080, 151279, 163480, 175680]}"
TAN_0588,Tanker,240.72,27.37,24.87,20.84,67836.4,0.46,0.488,0.862,0.64,5.484,251282.0,Gas Turbine,1974,Open dataset,Model tests,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2849128, 3188310, 3527492, 3866674, 4205856, 4545038, 4884220]}"
NAV_0589,Naval combatant,175.59,13.46,8.79,10.74,9142.9,0.489,0.566,0.883,0.905,16.888,3605.0,Electric,2003,Public spec,Measured,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [384001, 429716, 475430, 521145, 566859, 612574, 658288]}"
BUL_0590,Bulk carrier,231.08,50.92,21.85,22.13,160353.3,0.693,0.76,0.876,0.903,6.146,144617.0,Electric,2017,MARIN paper,Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [6734838, 7536605, 8338371, 9140138, 9941904, 10743671, 11545437]}"
RO-_0591,RO-RO,161.53,18.55,5.05,13.14,6972.7,0.512,0.478,0.907,0.835,7.365,44074.0,Electric,1993,DSYHS (Delft),Measured,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [292853, 327716, 362580, 397443, 432307, 467170, 502034]}"
OFF_0592,Offshore supply,62.82,25.81,6.19,7.51,5058.3,0.56,0.566,0.991,0.882,7.657,1970.0,Diesel,2024,Public spec,Calculated from geometry,None,
BUL_0593,Bulk carrier,253.28,21.6,11.84,12.06,39642.2,0.68,0.641,0.893,0.897,7.224,14170.0,Electric,1997,MARIN paper,Design spec,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1664972, 1863183, 2061394, 2259605, 2457816, 2656027, 2854238]}"
OFF_0594,Offshore supply,86.05,25.97,6.55,8.49,8062.3,0.612,0.642,0.987,0.839,7.349,4275.0,Gas Turbine,2017,DSYHS (Delft),Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [338616, 378928, 419239, 459551, 499862, 540174, 580485]}"
CON_0595,Container,282.21,58.52,13.07,32.28,128020.7,0.659,0.638,0.861,0.869,10.609,190971.0,Nuclear,1997,SIMMAN,Design spec,None,
